id,input_json,ground_truth
ldc_entity_recog_094,"{""text"": ""When meeting with the Governor of Macao Viera here today , Premier of the State Council Peng Li said the policy of the Chinese government towards Macao is consistent , firm and unchanging , and that the Chinese government would , in accordance to the policy of \"" one country , two systems \"" and strictly according to the regulations in the joint declaration between China and Portugal and the Basic Laws of Macao , maintain the stability and development of Macao ."", ""tok"": ""When meeting with the Governor of Macao Viera here today , Premier of the State Council Peng Li said the policy of the Chinese government towards Macao is consistent , firm and unchanging , and that the Chinese government would , in accordance to the policy of \"" one country , two systems \"" and strictly according to the regulations in the joint declaration between China and Portugal and the Basic Laws of Macao , maintain the stability and development of Macao ."", ""tok_labeled"": ""When meeting with the Governor of <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> <ENAMEX TYPE=\""PERSON\"">Viera</ENAMEX> here <ENAMEX TYPE=\""DATE\"">today</ENAMEX> , Premier of <ENAMEX TYPE=\""ORG\"">the State Council</ENAMEX> <ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> said the policy of the <ENAMEX TYPE=\""NORP\"">Chinese</ENAMEX> government towards <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> is consistent , firm and unchanging , and that the <ENAMEX TYPE=\""NORP\"">Chinese</ENAMEX> government would , in accordance to the policy of \"" <ENAMEX TYPE=\""CARDINAL\"">one</ENAMEX> country , <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> systems \"" and strictly according to the regulations in the joint declaration between <ENAMEX TYPE=\""GPE\"">China</ENAMEX> and <ENAMEX TYPE=\""GPE\"">Portugal</ENAMEX> and <ENAMEX TYPE=\""LAW\"">the Basic Laws of Macao</ENAMEX> , maintain the stability and development of <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> .""}",Macao;Viera;today;the State Council;Peng Li;Chinese;Macao;Chinese;one;two;China;Portugal;the Basic Laws of Macao;Macao
ldc_entity_recog_095,"{""text"": ""Peng Li expressed welcome at the periodic visit of Viera ."", ""tok"": ""Peng Li expressed welcome at the periodic visit of Viera ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> expressed welcome at the periodic visit of <ENAMEX TYPE=\""PERSON\"">Viera</ENAMEX> .""}",Peng Li;Viera
ldc_entity_recog_096,"{""text"": ""President Zemin Jiang , Vice President Yiren Rong and myself have all visited Portugal , and Prime Minister Shewar visited China in April of this year . \"""", ""tok"": ""President Zemin Jiang , Vice President Yiren Rong and myself have all visited Portugal , and Prime Minister Shewar visited China in April of this year . \"""", ""tok_labeled"": ""President <ENAMEX TYPE=\""PERSON\"">Zemin Jiang</ENAMEX> , Vice President <ENAMEX TYPE=\""PERSON\"">Yiren Rong</ENAMEX> and myself have all visited <ENAMEX TYPE=\""GPE\"">Portugal</ENAMEX> , and Prime Minister <ENAMEX TYPE=\""PERSON\"">Shewar</ENAMEX> visited <ENAMEX TYPE=\""GPE\"">China</ENAMEX> in <ENAMEX TYPE=\""DATE\"">April of this year</ENAMEX> . \""""}",Zemin Jiang;Yiren Rong;Portugal;Shewar;China;April of this year
ldc_entity_recog_097,"{""text"": ""Peng Li pointed out , the Macao issue was an important component of the relationship between China and Portugal ."", ""tok"": ""Peng Li pointed out , the Macao issue was an important component of the relationship between China and Portugal ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> pointed out , the <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> issue was an important component of the relationship between <ENAMEX TYPE=\""GPE\"">China</ENAMEX> and <ENAMEX TYPE=\""GPE\"">Portugal</ENAMEX> .""}",Peng Li;Macao;China;Portugal
ldc_entity_recog_098,"{""text"": ""Maintaining good relationships between the two countries of China and Portugal , as well as the inland and Macao , is beneficial for the social stability and economic development ."", ""tok"": ""Maintaining good relationships between the two countries of China and Portugal , as well as the inland and Macao , is beneficial for the social stability and economic development ."", ""tok_labeled"": ""Maintaining good relationships between the <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> countries of <ENAMEX TYPE=\""GPE\"">China</ENAMEX> and <ENAMEX TYPE=\""GPE\"">Portugal</ENAMEX> , as well as the inland and <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> , is beneficial for the social stability and economic development .""}",two;China;Portugal;Macao
ldc_entity_recog_099,"{""text"": ""In recent years , under the joint effort of both sides , many issues of mutual concern to both sides had been resolved , various degrees of progress have been achieved in the three major issues , namely languages , civil servants , and laws in the transition period of Macao ."", ""tok"": ""In recent years , under the joint effort of both sides , many issues of mutual concern to both sides had been resolved , various degrees of progress have been achieved in the three major issues , namely languages , civil servants , and laws in the transition period of Macao ."", ""tok_labeled"": ""In <ENAMEX TYPE=\""DATE\"">recent years</ENAMEX> , under the joint effort of both sides , many issues of mutual concern to both sides had been resolved , various degrees of progress have been achieved in the <ENAMEX TYPE=\""CARDINAL\"">three</ENAMEX> major issues , namely languages , civil servants , and laws in the transition period of <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> .""}",recent years;three;Macao
ldc_entity_recog_100,"{""text"": ""He said : \"" We hope that the Macao government will continue to give their attention to these three problems , in order to achieve final proper resolution . \"""", ""tok"": ""He said : \"" We hope that the Macao government will continue to give their attention to these three problems , in order to achieve final proper resolution . \"""", ""tok_labeled"": ""He said : \"" We hope that the <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> government will continue to give their attention to these <ENAMEX TYPE=\""CARDINAL\"">three</ENAMEX> problems , in order to achieve final proper resolution . \""""}",Macao;three
ldc_entity_recog_101,"{""text"": ""Peng Li said , \"" Governor Viera has done a lot of beneficial work in the smooth resolution of the Macao issue , for this we express our appreciation . \"""", ""tok"": ""Peng Li said , \"" Governor Viera has done a lot of beneficial work in the smooth resolution of the Macao issue , for this we express our appreciation . \"""", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> said , \"" Governor <ENAMEX TYPE=\""PERSON\"">Viera</ENAMEX> has done a lot of beneficial work in the smooth resolution of the <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> issue , for this we express our appreciation . \""""}",Peng Li;Viera;Macao
ldc_entity_recog_102,"{""text"": ""Peng Li also emphasized , with the approach of 1999 , that there is still a lot of work to be done by both the Chinese and Portuguese sides on the Macao issue , and that the mission is very important ."", ""tok"": ""Peng Li also emphasized , with the approach of 1999 , that there is still a lot of work to be done by both the Chinese and Portuguese sides on the Macao issue , and that the mission is very important ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> also emphasized , with the approach of <ENAMEX TYPE=\""DATE\"">1999</ENAMEX> , that there is still a lot of work to be done by both the <ENAMEX TYPE=\""NORP\"">Chinese</ENAMEX> and <ENAMEX TYPE=\""NORP\"">Portuguese</ENAMEX> sides on the <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> issue , and that the mission is very important .""}",Peng Li;1999;Chinese;Portuguese;Macao
ldc_entity_recog_103,"{""text"": ""Viera happily recalled the two meetings he had with Premier Peng Li in 1991 and 1992 , and highly assessed the important contributions made by the Chinese government and Premier Peng Li himself in the development of the relationship between Portugal and China and the resolution of the Macao issue ."", ""tok"": ""Viera happily recalled the two meetings he had with Premier Peng Li in 1991 and 1992 , and highly assessed the important contributions made by the Chinese government and Premier Peng Li himself in the development of the relationship between Portugal and China and the resolution of the Macao issue ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Viera</ENAMEX> happily recalled the <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> meetings he had with Premier <ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> in <ENAMEX TYPE=\""DATE\"">1991</ENAMEX> and <ENAMEX TYPE=\""DATE\"">1992</ENAMEX> , and highly assessed the important contributions made by the <ENAMEX TYPE=\""NORP\"">Chinese</ENAMEX> government and Premier <ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> himself in the development of the relationship between <ENAMEX TYPE=\""GPE\"">Portugal</ENAMEX> and <ENAMEX TYPE=\""GPE\"">China</ENAMEX> and the resolution of the <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> issue .""}",Viera;two;Peng Li;1991;1992;Chinese;Peng Li;Portugal;China;Macao
ldc_entity_recog_104,"{""text"": ""Viera said , he was glad to see that China had achieved great progress in the areas of economic and social life , and expressed complete understanding that the modernization build - up needed to be carried out under stable situations ."", ""tok"": ""Viera said , he was glad to see that China had achieved great progress in the areas of economic and social life , and expressed complete understanding that the modernization build - up needed to be carried out under stable situations ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Viera</ENAMEX> said , he was glad to see that <ENAMEX TYPE=\""GPE\"">China</ENAMEX> had achieved great progress in the areas of economic and social life , and expressed complete understanding that the modernization build - up needed to be carried out under stable situations .""}",Viera;China
ldc_entity_recog_105,"{""text"": ""He said , the stability and development of China was beneficial to world peace and development , and that the prosperity and stability of China was the basic guarantee for the prosperity and stability of Macao ."", ""tok"": ""He said , the stability and development of China was beneficial to world peace and development , and that the prosperity and stability of China was the basic guarantee for the prosperity and stability of Macao ."", ""tok_labeled"": ""He said , the stability and development of <ENAMEX TYPE=\""GPE\"">China</ENAMEX> was beneficial to world peace and development , and that the prosperity and stability of <ENAMEX TYPE=\""GPE\"">China</ENAMEX> was the basic guarantee for the prosperity and stability of <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> .""}",China;China;Macao
ldc_entity_recog_106,"{""text"": ""He and the Portuguese government would continue to put forth effort towards the continuous development and smooth resolution of the Macao issue ."", ""tok"": ""He and the Portuguese government would continue to put forth effort towards the continuous development and smooth resolution of the Macao issue ."", ""tok_labeled"": ""He and the <ENAMEX TYPE=\""NORP\"">Portuguese</ENAMEX> government would continue to put forth effort towards the continuous development and smooth resolution of the <ENAMEX TYPE=\""GPE\"">Macao</ENAMEX> issue .""}",Portuguese;Macao
ldc_entity_recog_107,"{""text"": ""Hasang Hapipy , Iran 's first vice president said today when arriving back in Teheran that he expressed satisfaction over the result of visiting China after ending a 3 - day friendly visit to China ."", ""tok"": ""Hasang Hapipy , Iran 's first vice president said today when arriving back in Teheran that he expressed satisfaction over the result of visiting China after ending a 3 - day friendly visit to China ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Hasang Hapipy</ENAMEX> , <ENAMEX TYPE=\""GPE\"">Iran</ENAMEX> 's <ENAMEX TYPE=\""ORDINAL\"">first</ENAMEX> vice president said <ENAMEX TYPE=\""DATE\"">today</ENAMEX> when arriving back in <ENAMEX TYPE=\""GPE\"">Teheran</ENAMEX> that he expressed satisfaction over the result of visiting <ENAMEX TYPE=\""GPE\"">China</ENAMEX> after ending a <ENAMEX TYPE=\""DATE\"">3 - day</ENAMEX> friendly visit to <ENAMEX TYPE=\""GPE\"">China</ENAMEX> .""}",Hasang Hapipy;Iran;first;today;Teheran;China;3 - day;China
ldc_entity_recog_108,"{""text"": ""Hapipy said to reporters at the airport that during his visit he exchanged ideas with Chinese leaders concerning bilateral relationship , international and regional problems ."", ""tok"": ""Hapipy said to reporters at the airport that during his visit he exchanged ideas with Chinese leaders concerning bilateral relationship , international and regional problems ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Hapipy</ENAMEX> said to reporters at the airport that during his visit he exchanged ideas with <ENAMEX TYPE=\""NORP\"">Chinese</ENAMEX> leaders concerning bilateral relationship , international and regional problems .""}",Hapipy;Chinese
ldc_entity_recog_109,"{""text"": ""He said that , the projects of economic cooperation between the two countries of Iran and China were being implemented , and the two countries would jointly invest in Central Asian areas to implement economic cooperation ."", ""tok"": ""He said that , the projects of economic cooperation between the two countries of Iran and China were being implemented , and the two countries would jointly invest in Central Asian areas to implement economic cooperation ."", ""tok_labeled"": ""He said that , the projects of economic cooperation between the <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> countries of <ENAMEX TYPE=\""GPE\"">Iran</ENAMEX> and <ENAMEX TYPE=\""GPE\"">China</ENAMEX> were being implemented , and the <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> countries would jointly invest in <ENAMEX TYPE=\""NORP\"">Central Asian</ENAMEX> areas to implement economic cooperation .""}",two;Iran;China;two;Central Asian
ldc_entity_recog_110,"{""text"": ""China , Iran and a third country would also jointly invest in reconstructing China 's oil refinery equipment to expand the capability of extracting Iran 's petroleum ."", ""tok"": ""China , Iran and a third country would also jointly invest in reconstructing China 's oil refinery equipment to expand the capability of extracting Iran 's petroleum ."", ""tok_labeled"": ""<ENAMEX TYPE=\""GPE\"">China</ENAMEX> , <ENAMEX TYPE=\""GPE\"">Iran</ENAMEX> and a <ENAMEX TYPE=\""ORDINAL\"">third</ENAMEX> country would also jointly invest in reconstructing <ENAMEX TYPE=\""GPE\"">China</ENAMEX> 's oil refinery equipment to expand the capability of extracting <ENAMEX TYPE=\""GPE\"">Iran</ENAMEX> 's petroleum .""}",China;Iran;third;China;Iran
ldc_entity_recog_111,"{""text"": ""Anwar arrived in Shanghai from Nanjing yesterday afternoon ."", ""tok"": ""Anwar arrived in Shanghai from Nanjing yesterday afternoon ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Anwar</ENAMEX> arrived in <ENAMEX TYPE=\""GPE\"">Shanghai</ENAMEX> from <ENAMEX TYPE=\""GPE\"">Nanjing</ENAMEX> <ENAMEX TYPE=\""TIME\"">yesterday afternoon</ENAMEX> .""}",Anwar;Shanghai;Nanjing;yesterday afternoon
ldc_entity_recog_112,"{""text"": ""This morning , Anwar attended the foundation laying ceremony of the Minhang China - Malaysia joint - venture enterprise , and after that toured Pudong 's Jingqiao export processing district ."", ""tok"": ""This morning , Anwar attended the foundation laying ceremony of the Minhang China - Malaysia joint - venture enterprise , and after that toured Pudong 's Jingqiao export processing district ."", ""tok_labeled"": ""<ENAMEX TYPE=\""TIME\"">This morning</ENAMEX> , <ENAMEX TYPE=\""PERSON\"">Anwar</ENAMEX> attended the foundation laying ceremony of the <ENAMEX TYPE=\""GPE\"">Minhang</ENAMEX> <ENAMEX TYPE=\""GPE\"">China</ENAMEX> - <ENAMEX TYPE=\""GPE\"">Malaysia</ENAMEX> joint - venture enterprise , and after that toured <ENAMEX TYPE=\""GPE\"">Pudong</ENAMEX> 's <ENAMEX TYPE=\""LOC\"">Jingqiao export processing district</ENAMEX> .""}",This morning;Anwar;Minhang;China;Malaysia;Pudong;Jingqiao export processing district
ldc_entity_recog_113,"{""text"": ""This afternoon , premier Peng Li and Zumegloph , premier of the Kirghizia government held a comprehensive and in - depth talk concerning developing bilateral economic and trade relations ."", ""tok"": ""This afternoon , premier Peng Li and Zumegloph , premier of the Kirghizia government held a comprehensive and in - depth talk concerning developing bilateral economic and trade relations ."", ""tok_labeled"": ""<ENAMEX TYPE=\""TIME\"">This afternoon</ENAMEX> , premier <ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> and <ENAMEX TYPE=\""PERSON\"">Zumegloph</ENAMEX> , premier of the <ENAMEX TYPE=\""NORP\"">Kirghizia</ENAMEX> government held a comprehensive and in - depth talk concerning developing bilateral economic and trade relations .""}",This afternoon;Peng Li;Zumegloph;Kirghizia
ldc_entity_recog_114,"{""text"": ""Zumegloph said that the two countries of China and Kirghizia had a traditional friendly relationship and this relationship was increasingly strengthened and continuously developing ."", ""tok"": ""Zumegloph said that the two countries of China and Kirghizia had a traditional friendly relationship and this relationship was increasingly strengthened and continuously developing ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Zumegloph</ENAMEX> said that the <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> countries of <ENAMEX TYPE=\""GPE\"">China</ENAMEX> and <ENAMEX TYPE=\""GPE\"">Kirghizia</ENAMEX> had a traditional friendly relationship and this relationship was increasingly strengthened and continuously developing .""}",Zumegloph;two;China;Kirghizia
ldc_entity_recog_115,"{""text"": ""He said that , now Kirghizia was at the phase of economic reform and paid much attention to strengthening economic connections with China and using the experiences of China for reference , including the experiences of China 's agricultural reform ."", ""tok"": ""He said that , now Kirghizia was at the phase of economic reform and paid much attention to strengthening economic connections with China and using the experiences of China for reference , including the experiences of China 's agricultural reform ."", ""tok_labeled"": ""He said that , now <ENAMEX TYPE=\""GPE\"">Kirghizia</ENAMEX> was at the phase of economic reform and paid much attention to strengthening economic connections with <ENAMEX TYPE=\""GPE\"">China</ENAMEX> and using the experiences of <ENAMEX TYPE=\""GPE\"">China</ENAMEX> for reference , including the experiences of <ENAMEX TYPE=\""GPE\"">China</ENAMEX> 's agricultural reform .""}",Kirghizia;China;China;China
ldc_entity_recog_116,"{""text"": ""Zumegloph also made a presentation to Peng Li about Kirghizia 's economic situation ."", ""tok"": ""Zumegloph also made a presentation to Peng Li about Kirghizia 's economic situation ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Zumegloph</ENAMEX> also made a presentation to <ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> about <ENAMEX TYPE=\""GPE\"">Kirghizia</ENAMEX> 's economic situation .""}",Zumegloph;Peng Li;Kirghizia
ldc_entity_recog_117,"{""text"": ""Peng Li said that the economic difficulties Kirghizia faced with during the reform were temporary , and that only after through diligence could it be completely overcome ."", ""tok"": ""Peng Li said that the economic difficulties Kirghizia faced with during the reform were temporary , and that only after through diligence could it be completely overcome ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> said that the economic difficulties <ENAMEX TYPE=\""GPE\"">Kirghizia</ENAMEX> faced with during the reform were temporary , and that only after through diligence could it be completely overcome .""}",Peng Li;Kirghizia
ldc_entity_recog_118,"{""text"": ""Peng Li said that in the past two years or more , economic trade and cooperation between the two countries has begun smoothly and has made considerable progress ."", ""tok"": ""Peng Li said that in the past two years or more , economic trade and cooperation between the two countries has begun smoothly and has made considerable progress ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> said that in <ENAMEX TYPE=\""DATE\"">the past two years or more</ENAMEX> , economic trade and cooperation between the <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> countries has begun smoothly and has made considerable progress .""}",Peng Li;the past two years or more;two
ldc_entity_recog_119,"{""text"": ""From now on , the two countries would explore and utilize the advantageous conditions of the two countries more fully , act according to rules of economy , guarantee that bilateral benefits , continuously enrich the shape of cooperation and improve the level and class of the trade of the two countries ."", ""tok"": ""From now on , the two countries would explore and utilize the advantageous conditions of the two countries more fully , act according to rules of economy , guarantee that bilateral benefits , continuously enrich the shape of cooperation and improve the level and class of the trade of the two countries ."", ""tok_labeled"": ""From now on , the <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> countries would explore and utilize the advantageous conditions of the <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> countries more fully , act according to rules of economy , guarantee that bilateral benefits , continuously enrich the shape of cooperation and improve the level and class of the trade of the <ENAMEX TYPE=\""CARDINAL\"">two</ENAMEX> countries .""}",two;two;two
ldc_entity_recog_120,"{""text"": ""Peng Li also said , \"" This time there are a number of entrepreneurs who have come with me to visit , and both sides can enhance contact ."", ""tok"": ""Peng Li also said , \"" This time there are a number of entrepreneurs who have come with me to visit , and both sides can enhance contact ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> also said , \"" This time there are a number of entrepreneurs who have come with me to visit , and both sides can enhance contact .""}",Peng Li
ldc_entity_recog_121,"{""text"": ""The Chinese government encourages and supports China 's enterprise circles in participating in Kirghizia 's economic construction on the basis of equality and mutual benefit . \"""", ""tok"": ""The Chinese government encourages and supports China 's enterprise circles in participating in Kirghizia 's economic construction on the basis of equality and mutual benefit . \"""", ""tok_labeled"": ""The <ENAMEX TYPE=\""NORP\"">Chinese</ENAMEX> government encourages and supports <ENAMEX TYPE=\""GPE\"">China</ENAMEX> 's enterprise circles in participating in <ENAMEX TYPE=\""GPE\"">Kirghizia</ENAMEX> 's economic construction on the basis of equality and mutual benefit . \""""}",Chinese;China;Kirghizia
ldc_entity_recog_122,"{""text"": ""Premier Peng Li invited premier Zumegloph to visit China at his convenience ."", ""tok"": ""Premier Peng Li invited premier Zumegloph to visit China at his convenience ."", ""tok_labeled"": ""Premier <ENAMEX TYPE=\""PERSON\"">Peng Li</ENAMEX> invited premier <ENAMEX TYPE=\""PERSON\"">Zumegloph</ENAMEX> to visit <ENAMEX TYPE=\""GPE\"">China</ENAMEX> at his convenience .""}",Peng Li;Zumegloph;China
ldc_entity_recog_123,"{""text"": ""Zumegloph expressed his thanks for this and accepted the invitation happily ."", ""tok"": ""Zumegloph expressed his thanks for this and accepted the invitation happily ."", ""tok_labeled"": ""<ENAMEX TYPE=\""PERSON\"">Zumegloph</ENAMEX> expressed his thanks for this and accepted the invitation happily .""}",Zumegloph
ldc_entity_recog_124,"{""text"": ""Xinhua News Agency , Moscow , August 31 , by reporter Rong Xie"", ""tok"": ""Xinhua News Agency , Moscow , August 31 , by reporter Rong Xie"", ""tok_labeled"": ""<ENAMEX TYPE=\""ORG\"">Xinhua News Agency</ENAMEX> , <ENAMEX TYPE=\""GPE\"">Moscow</ENAMEX> , <ENAMEX TYPE=\""DATE\"">August 31</ENAMEX> , by reporter <ENAMEX TYPE=\""PERSON\"">Rong Xie</ENAMEX>""}",Xinhua News Agency;Moscow;August 31;Rong Xie
ldc_entity_recog_125,"{""text"": ""Until now , Russia has completed the troop withdrawal work from the three countries of Baltic Sea ."", ""tok"": ""Until now , Russia has completed the troop withdrawal work from the three countries of Baltic Sea ."", ""tok_labeled"": ""<ENAMEX TYPE=\""DATE\"">Until now</ENAMEX> , <ENAMEX TYPE=\""GPE\"">Russia</ENAMEX> has completed the troop withdrawal work from the <ENAMEX TYPE=\""CARDINAL\"">three</ENAMEX> countries of <ENAMEX TYPE=\""LOC\"">Baltic Sea</ENAMEX> .""}",Until now;Russia;three;Baltic Sea
ldc_entity_recog_126,"{""text"": ""According to agreements reached by Russia with the governments of Latvia and Estonia , currently there are still a few hundred Russian military experts remaining in the early warning radar stations of the Latvian and Russian naval education centers in Estonia ."", ""tok"": ""According to agreements reached by Russia with the governments of Latvia and Estonia , currently there are still a few hundred Russian military experts remaining in the early warning radar stations of the Latvian and Russian naval education centers in Estonia ."", ""tok_labeled"": ""According to agreements reached by <ENAMEX TYPE=\""GPE\"">Russia</ENAMEX> with the governments of <ENAMEX TYPE=\""GPE\"">Latvia</ENAMEX> and <ENAMEX TYPE=\""GPE\"">Estonia</ENAMEX> , currently there are still <ENAMEX TYPE=\""CARDINAL\"">a few hundred</ENAMEX> <ENAMEX TYPE=\""NORP\"">Russian</ENAMEX> military experts remaining in the early warning radar stations of the <ENAMEX TYPE=\""NORP\"">Latvian</ENAMEX> and <ENAMEX TYPE=\""NORP\"">Russian</ENAMEX> naval education centers in <ENAMEX TYPE=\""GPE\"">Estonia</ENAMEX> .""}",Russia;Latvia;Estonia;a few hundred;Russian;Latvian;Russian;Estonia
ldc_entity_recog_127,"{""text"": ""The Russian Northwest troop clusters are former Soviet troops stationed in the above three countries , with headquarters set in the Latvian Republic ."", ""tok"": ""The Russian Northwest troop clusters are former Soviet troops stationed in the above three countries , with headquarters set in the Latvian Republic ."", ""tok_labeled"": ""The <ENAMEX TYPE=\""NORP\"">Russian</ENAMEX> <ENAMEX TYPE=\""ORG\"">Northwest troop</ENAMEX> clusters are former <ENAMEX TYPE=\""NORP\"">Soviet</ENAMEX> troops stationed in the above <ENAMEX TYPE=\""CARDINAL\"">three</ENAMEX> countries , with headquarters set in <ENAMEX TYPE=\""GPE\"">the Latvian Republic</ENAMEX> .""}",Russian;Northwest troop;Soviet;three;the Latvian Republic
ldc_entity_recog_128,"{""text"": ""The total original military strength was more than 116,000 people , within which most , more than 50,000 people , were stationed in Latvia ; more than 35,000 people in Lithuania , and more than 30,000 people in Estonia ."", ""tok"": ""The total original military strength was more than 116,000 people , within which most , more than 50,000 people , were stationed in Latvia ; more than 35,000 people in Lithuania , and more than 30,000 people in Estonia ."", ""tok_labeled"": ""The total original military strength was <ENAMEX TYPE=\""CARDINAL\"">more than 116,000</ENAMEX> people , within which most , <ENAMEX TYPE=\""CARDINAL\"">more than 50,000</ENAMEX> people , were stationed in <ENAMEX TYPE=\""GPE\"">Latvia</ENAMEX> ; <ENAMEX TYPE=\""CARDINAL\"">more than 35,000</ENAMEX> people in <ENAMEX TYPE=\""GPE\"">Lithuania</ENAMEX> , and <ENAMEX TYPE=\""CARDINAL\"">more than 30,000</ENAMEX> people in <ENAMEX TYPE=\""GPE\"">Estonia</ENAMEX> .""}","more than 116,000;more than 50,000;Latvia;more than 35,000;Lithuania;more than 30,000;Estonia"
ldc_entity_recog_129,"{""text"": ""After the disintegration of the former Soviet Union , these troop clusters were transferred to Russian ownership ."", ""tok"": ""After the disintegration of the former Soviet Union , these troop clusters were transferred to Russian ownership ."", ""tok_labeled"": ""After the disintegration of the former <ENAMEX TYPE=\""GPE\"">Soviet Union</ENAMEX> , these troop clusters were transferred to <ENAMEX TYPE=\""NORP\"">Russian</ENAMEX> ownership .""}",Soviet Union;Russian
ldc_entity_recog_130,"{""text"": ""It is reported that the Russian troops that withdrew from the three Baltic Sea countries will be stationed respectively in the Russian state of Jalininggele , the state of Simolingsike and Yelinia city which is 300 kilometers away from Moscow ."", ""tok"": ""It is reported that the Russian troops that withdrew from the three Baltic Sea countries will be stationed respectively in the Russian state of Jalininggele , the state of Simolingsike and Yelinia city which is 300 kilometers away from Moscow ."", ""tok_labeled"": ""It is reported that the <ENAMEX TYPE=\""NORP\"">Russian</ENAMEX> troops that withdrew from the <ENAMEX TYPE=\""CARDINAL\"">three</ENAMEX> <ENAMEX TYPE=\""LOC\"">Baltic Sea</ENAMEX> countries will be stationed respectively in the <ENAMEX TYPE=\""NORP\"">Russian</ENAMEX> state of <ENAMEX TYPE=\""GPE\"">Jalininggele</ENAMEX> , the state of <ENAMEX TYPE=\""GPE\"">Simolingsike</ENAMEX> and <ENAMEX TYPE=\""GPE\"">Yelinia city</ENAMEX> which is <ENAMEX TYPE=\""QUANTITY\"">300 kilometers away</ENAMEX> from <ENAMEX TYPE=\""GPE\"">Moscow</ENAMEX> .""}",Russian;three;Baltic Sea;Russian;Jalininggele;Simolingsike;Yelinia city;300 kilometers away;Moscow
